"Individual AIDA Pool World Championships - Belgrade 2015","https://events.aidainternational.org/EventDetails-1325","World Championship","",",","2015-06-19","2015-06-19","",""
"DEEPSEA CHALLENGE BONAIRE 2015","https://events.aidainternational.org/EventDetails-1586","Mixed Competition","",",","2015-06-17","2015-06-17","",""
"West coast pre-summer battle","https://events.aidainternational.org/EventDetails-411","Depth Competition","Na","Gothenburg, Sweden","2015-06-13","2015-06-14","",""
"Open Apnea Barcelona","https://events.aidainternational.org/EventDetails-1267","Pool Competition","",",","2015-06-13","2015-06-13","",""
"STA Minicomp Dordrecht June 13","https://events.aidainternational.org/EventDetails-1058","Pool Competition","",",","2015-06-13","2015-06-13","",""
"Spontaneous Blue Hole Competition","https://events.aidainternational.org/EventDetails-1047","Depth Competition","",",","2015-06-12","2015-06-12","",""
"8th Mediterranean World Cup","https://events.aidainternational.org/EventDetails-944","Mixed Competition","",",","2015-06-10","2015-06-10","",""
"NIRVANA OCEANQUEST","https://events.aidainternational.org/EventDetails-1162","Depth Competition","",",","2015-06-06","2015-06-06","",""
"10th annual Wellington Winter Champs - 2015","https://events.aidainternational.org/EventDetails-725","Pool Competition","",",","2015-06-06","2015-06-06","",""
"Olmeca Open 2015","https://events.aidainternational.org/EventDetails-1224","Pool Competition","",",","2015-06-05","2015-06-05","",""
"La 11Ã¨me Coupe d Apnée se Montréal","https://events.aidainternational.org/EventDetails-1121","Pool Competition","",",","2015-05-30","2015-05-30","",""
"MCR Prague 2015","https://events.aidainternational.org/EventDetails-793","Pool Competition","",",","2015-05-30","2015-05-30","",""
"Curtis Coast Freedive Challenge","https://events.aidainternational.org/EventDetails-1305","Pool Competition","",",","2015-05-29","2015-05-29","",""
"FreedivingWorld Competition","https://events.aidainternational.org/EventDetails-1046","Depth Competition","",",","2015-05-25","2015-05-25","",""
"4TH THESSALONIKI INTER APNEA GAMES","https://events.aidainternational.org/EventDetails-943","Pool Competition","",",","2015-05-24","2015-05-24","",""
"Ukrainian Freediving Pool Championship 2015","https://events.aidainternational.org/EventDetails-1342","Pool Competition","",",","2015-05-23","2015-05-23","",""
"S.E.A. Freediving Challenge","https://events.aidainternational.org/EventDetails-1546","Depth Competition","",",","2015-05-23","2015-05-23","",""
"Caribbean Cup 2015","https://events.aidainternational.org/EventDetails-1585","Depth Competition","",",","2015-05-23","2015-05-23","",""
"XII Basenowe Mistrzostwa Polski we Freedivingu","https://events.aidainternational.org/EventDetails-1252","Pool Competition","",",","2015-05-22","2015-05-22","",""
"Lundby Summer Static","https://events.aidainternational.org/EventDetails-410","Pool Competition","",",","2015-05-17","2015-05-17","",""
"AIDA CYPRUS POOL GAMES 2015","https://events.aidainternational.org/EventDetails-1195","Pool Competition","",",","2015-05-17","2015-05-17","",""
"Croatian Open Freediving Championship 2015","https://events.aidainternational.org/EventDetails-1171","Pool Competition","",",","2015-05-16","2015-05-16","",""
"Russian National Open","https://events.aidainternational.org/EventDetails-1045","Depth Competition","",",","2015-05-13","2015-05-13","",""
"Deja Blue VI","https://events.aidainternational.org/EventDetails-1120","Mixed Competition","",",","2015-05-11","2015-05-11","",""
"Coupe AIDA France indoor OCEANIDE - Montpellier 2015","https://events.aidainternational.org/EventDetails-909","Pool Competition","",",","2015-05-10","2015-05-10","",""
"AIDA Hellas POOL Championship 2015","https://events.aidainternational.org/EventDetails-942","Pool Competition","",",","2015-05-10","2015-05-10","",""
"3 open freediving de Mouscron","https://events.aidainternational.org/EventDetails-1157","Pool Competition","",",","2015-05-03","2015-05-03","",""
"Hydro Dynamic","https://events.aidainternational.org/EventDetails-1295","Pool Competition","",",","2015-05-02","2015-05-02","",""
"Freedive Panglao Depth Challenge 2015","https://events.aidainternational.org/EventDetails-1545","Depth Competition","",",","2015-05-02","2015-05-02","",""
"RedCcup","https://events.aidainternational.org/EventDetails-1044","Mixed Competition","",",","2015-04-30","2015-04-30","",""
"Apnea Total * Buddy Dive Resort * Bonaire 2015","https://events.aidainternational.org/EventDetails-1584","Mixed Competition","",",","2015-04-29","2015-04-29","",""
"Suunto Vertical Blue 2015","https://events.aidainternational.org/EventDetails-456","Depth Competition","",",","2015-04-27","2015-04-27","",""
"MYTHIC STATIC","https://events.aidainternational.org/EventDetails-941","Pool Competition","",",","2015-04-26","2015-04-26","",""
"1st Freedive Lörrach Static Cup 2015","https://events.aidainternational.org/EventDetails-846","Pool Competition","",",","2015-04-25","2015-04-25","",""
"2015 True North Freediving Indoorcup in Tatsumi3 with team","https://events.aidainternational.org/EventDetails-614","Pool Competition","",",","2015-04-25","2015-04-25","",""
"Aprilapneiaden 2015","https://events.aidainternational.org/EventDetails-321","Pool Competition","",",","2015-04-22","2015-04-22","",""
"2 Burgebracher Kelch","https://events.aidainternational.org/EventDetails-847","Pool Competition","",",","2015-04-18","2015-04-18","",""
"Freedive Panglao Staff Competition","https://events.aidainternational.org/EventDetails-1544","Depth Competition","",",","2015-04-18","2015-04-18","",""
"12Ã¨me Indoor de La Ciotat - 4Ã¨me manche Coupe AIDA France","https://events.aidainternational.org/EventDetails-907","Pool Competition","",",","2015-04-12","2015-04-12","",""
"ST Minicomp 2015","https://events.aidainternational.org/EventDetails-791","Pool Competition","",",","2015-04-11","2015-04-11","",""
"Freediving Indoor Cup 2015 in Tateyama","https://events.aidainternational.org/EventDetails-613","Pool Competition","",",","2015-04-11","2015-04-11","",""
"Romanian Freediving Championship - Pool Open 2015","https://events.aidainternational.org/EventDetails-1583","Pool Competition","",",","2015-04-10","2015-04-10","",""
"ATHENS APNEA 3","https://events.aidainternational.org/EventDetails-358","Pool Competition","A","Sounio , Greece","2015-04-05","2015-04-06","",""
"Russian Championship","https://events.aidainternational.org/EventDetails-763","Pool Competition","",",","2015-03-28","2015-03-28","",""
"7th Mugen Indoor competition in Suzuka","https://events.aidainternational.org/EventDetails-612","Pool Competition","",",","2015-03-28","2015-03-28","",""
"Svenska dam mästerskapen poolfridykning 2015","https://events.aidainternational.org/EventDetails-409","Competition","",",","2015-03-28","2015-03-28","",""
"MDC Pool Master Apnea Challenge 2014","https://events.aidainternational.org/EventDetails-1587","Pool Competition","",",","2015-03-28","2015-03-28","",""
"Svenska herr mästerskapen poolfridykning 2015","https://events.aidainternational.org/EventDetails-322","Pool Competition","",",","2015-03-28","2015-03-28","",""
"Freediving Finnish Open 2015","https://events.aidainternational.org/EventDetails-523","Pool Competition","",",","2015-03-26","2015-03-26","",""
"2nd Open FreedivN Zottegem","https://events.aidainternational.org/EventDetails-1156","Pool Competition","",",","2015-03-22","2015-03-22","",""
"The Great Northern International pool competition, incorporating the BFA Pool Championships","https://events.aidainternational.org/EventDetails-688","Pool Competition","",",","2015-03-21","2015-03-21","",""
"Kyiv Freediving Minicomp DYN","https://events.aidainternational.org/EventDetails-1341","Pool Competition","",",","2015-03-21","2015-03-21","",""
"2015 True North Freediving Indoor Cup in Tatsumi","https://events.aidainternational.org/EventDetails-611","Pool Competition","",",","2015-03-21","2015-03-21","",""
"First UAE Freediving Competiton","https://events.aidainternational.org/EventDetails-1564","Pool Competition","",",","2015-03-21","2015-03-21","",""
"Dive Wellington Beuchat Freediving New Zealand Depth National Championships 2015","https://events.aidainternational.org/EventDetails-726","Mixed Competition","",",","2015-03-20","2015-03-20","",""
"Hectometer + 2","https://events.aidainternational.org/EventDetails-284","Competition","",",","2015-03-19","2015-03-23","",""
"Coupe des Plongeurs Libres","https://events.aidainternational.org/EventDetails-908","Pool Competition","",",","2015-03-15","2015-03-15","",""
"DEEPEX bi-fins Classic","https://events.aidainternational.org/EventDetails-940","Pool Competition","",",","2015-03-14","2015-03-14","",""
"Sofia Freediving Cup 2015","https://events.aidainternational.org/EventDetails-1535","Pool Competition","",",","2015-03-14","2015-03-14","",""
"Gothenburg Dynamic","https://events.aidainternational.org/EventDetails-303","Pool Competition","",",","2015-03-11","2015-03-12","",""
"Gothenburg Static","https://events.aidainternational.org/EventDetails-352","Pool Competition","",",","2015-03-11","2015-03-11","",""
"Dutch Minicomp DNF","https://events.aidainternational.org/EventDetails-1057","Pool Competition","",",","2015-03-11","2015-03-11","",""
"Danish National Pool Championship","https://events.aidainternational.org/EventDetails-475","Pool Competition","",",","2015-03-07","2015-03-07","",""
"Cetus Mini Comp 2015","https://events.aidainternational.org/EventDetails-522","Pool Competition","",",","2015-03-07","2015-03-07","",""
"Andaman Freediving challenge","https://events.aidainternational.org/EventDetails-1365","Mixed Competition","",",","2015-03-05","2015-03-05","",""
"9th Serbian Open Freediving Championship - Belgrade 2015","https://events.aidainternational.org/EventDetails-1324","Pool Competition","",",","2015-02-28","2015-02-28","",""
"3rd Tyrolean Apnea Cup","https://events.aidainternational.org/EventDetails-1294","Pool Competition","",",","2015-02-22","2015-02-22","",""
"Coupe du Château","https://events.aidainternational.org/EventDetails-906","Pool Competition","",",","2015-02-21","2015-02-21","",""
"february challenge","https://events.aidainternational.org/EventDetails-313","Pool Competition","",",","2015-02-18","2015-02-18","",""
"Trofeu ADAS Cavalldemar AIDA","https://events.aidainternational.org/EventDetails-1266","Pool Competition","",",","2015-02-15","2015-02-15","",""
"Assistance in Judge Course - Cyprus February 2015","https://events.aidainternational.org/EventDetails-1194","Pool Competition","",",","2015-02-14","2015-02-14","",""
"German Pool Championship 2015","https://events.aidainternational.org/EventDetails-845","Pool Competition","",",","2015-02-14","2015-02-14","",""
"Freediver Dauphins GenÃ¨ve Championships 2015","https://events.aidainternational.org/EventDetails-651","Pool Competition","",",","2015-02-08","2015-02-08","",""
"True North static challenge cup4","https://events.aidainternational.org/EventDetails-610","Pool Competition","",",","2015-02-08","2015-02-08","",""
"Kyiv Freediving Minicomp STA","https://events.aidainternational.org/EventDetails-1340","Pool Competition","",",","2015-02-07","2015-02-07","",""
"Riga Freediving Cup 2015 AIDA","https://events.aidainternational.org/EventDetails-1570","Pool Competition","",",","2015-02-07","2015-02-07","",""
"Swedish QualComp 1 - Pool","https://events.aidainternational.org/EventDetails-368","Pool Competition","Na","Gothenburg, Sweden","2015-02-04","2015-02-05","",""
"The 1st AIDA Mini Pool Competiton in HONG KONG","https://events.aidainternational.org/EventDetails-1582","Pool Competition","",",","2015-01-25","2015-01-25","",""
"Yaroslavl Freediving Open Championship","https://events.aidainternational.org/EventDetails-762","Pool Competition","",",","2015-01-25","2015-01-25","",""
"Masterdive -","https://events.aidainternational.org/EventDetails-369","Pool Competition","",",","2015-01-24","2015-01-24","",""
"Assistance in Judge Course - Sweden January 2015","https://events.aidainternational.org/EventDetails-341","Pool Competition","",",","2015-01-09","2015-01-09","",""
"Blue Immersion","https://events.aidainternational.org/EventDetails-359","Pool Competition","",",","2014-12-29","2014-12-29","",""
"We Freedive Suunto Series - FINAL","https://events.aidainternational.org/EventDetails-1364","Pool Competition","",",","2014-12-21","2014-12-21","",""
"Freedive Panglao Static Challenge","https://events.aidainternational.org/EventDetails-1543","Pool Competition","",",","2014-12-18","2014-12-18","",""
"V Open Apnea Catalunya 2014","https://events.aidainternational.org/EventDetails-1265","Pool Competition","",",","2014-12-14","2014-12-14","",""
"Yongin City Triathlon","https://events.aidainternational.org/EventDetails-1845","Pool Competition","",",","2014-12-14","2014-12-14","",""
"Trofeu Oscar Lopez 2014","https://events.aidainternational.org/EventDetails-1264","Pool Competition","",",","2014-12-14","2014-12-14","",""
"III World Class Open 2014","https://events.aidainternational.org/EventDetails-761","Pool Competition","",",","2014-12-13","2014-12-13","",""
"ATHENS APNEA 2  -  WINTER DYNAMIC CHALLENGE","https://events.aidainternational.org/EventDetails-939","Pool Competition","",",","2014-12-13","2014-12-13","",""
"2014 True North freediving Indoor cup in Tatsumi","https://events.aidainternational.org/EventDetails-609","Pool Competition","",",","2014-12-13","2014-12-13","",""
"International Silesian Freediving Cup","https://events.aidainternational.org/EventDetails-1251","Pool Competition","",",","2014-12-12","2014-12-12","",""
"Stuttgarter Apnoe Meisterschaft 2014","https://events.aidainternational.org/EventDetails-844","Pool Competition","",",","2014-12-07","2014-12-07","",""
"Open Freediving LiÃ¨ge","https://events.aidainternational.org/EventDetails-1155","Pool Competition","",",","2014-11-30","2014-11-30","",""
"The 3rd Madchester Classic","https://events.aidainternational.org/EventDetails-687","Pool Competition","",",","2014-11-29","2014-11-29","",""
"Kyiv Open Freediving Cup 2014","https://events.aidainternational.org/EventDetails-1339","Pool Competition","",",","2014-11-29","2014-11-29","",""
"10. SUBMANIA APNEA CUP","https://events.aidainternational.org/EventDetails-1170","Pool Competition","",",","2014-11-28","2014-11-28","",""
"Little Blue Hole Competition","https://events.aidainternational.org/EventDetails-1042","Mixed Competition","",",","2014-11-27","2014-11-27","",""
"Suunto Vertical Blue","https://events.aidainternational.org/EventDetails-1563","Depth Competition","",",","2014-11-27","2014-11-27","",""
"AFK klub Comp","https://events.aidainternational.org/EventDetails-474","Pool Competition","",",","2014-11-26","2014-11-26","",""
"We Freedive Suunto Series - November STA","https://events.aidainternational.org/EventDetails-1363","Pool Competition","",",","2014-11-23","2014-11-23","",""
"Freediving World Competition","https://events.aidainternational.org/EventDetails-1040","Depth Competition","",",","2014-11-18","2014-11-18","",""
"Zlin Cup 2014","https://events.aidainternational.org/EventDetails-792","Pool Competition","",",","2014-11-15","2014-11-15","",""
"Rostov Cup 2014","https://events.aidainternational.org/EventDetails-758","Pool Competition","",",","2014-11-15","2014-11-15","",""
"Long Night of Apnea 2014","https://events.aidainternational.org/EventDetails-843","Pool Competition","",",","2014-11-15","2014-11-15","",""
"Open Championship of Bryansk","https://events.aidainternational.org/EventDetails-759","Pool Competition","",",","2014-11-14","2014-11-14","",""
"Out In The Blue","https://events.aidainternational.org/EventDetails-1041","Depth Competition","",",","2014-11-09","2014-11-09","",""
"DNF miniComp","https://events.aidainternational.org/EventDetails-790","Pool Competition","",",","2014-11-08","2014-11-08","",""
"15th Manazuru Freediving Classic","https://events.aidainternational.org/EventDetails-608","Depth Competition","",",","2014-11-01","2014-11-01","",""
"APNEA REVOLUTION CUP - BFA POOL COMPETITION","https://events.aidainternational.org/EventDetails-686","Pool Competition","",",","2014-11-01","2014-11-01","",""
"Hydro Dynamic","https://events.aidainternational.org/EventDetails-1293","Pool Competition","",",","2014-11-01","2014-11-01","",""
"freedivekorea  mini  competition","https://events.aidainternational.org/EventDetails-1844","Pool Competition","",",","2014-10-29","2014-10-29","",""
"We Freedive Suunto Series - October DYN","https://events.aidainternational.org/EventDetails-1362","Pool Competition","",",","2014-10-26","2014-10-26","",""
"Oceansoul Lanzarote Freediving","https://events.aidainternational.org/EventDetails-1263","Depth Competition","",",","2014-10-25","2014-10-25","",""
"3rd Open Cup Krusevac","https://events.aidainternational.org/EventDetails-1323","Pool Competition","",",","2014-10-25","2014-10-25","",""
"ID: Apnea Pool Competition - Trial","https://events.aidainternational.org/EventDetails-1843","Pool Competition","",",","2014-10-25","2014-10-25","",""
"Minicomp DYN 25 Oktober Eindhoven","https://events.aidainternational.org/EventDetails-1056","Pool Competition","",",","2014-10-25","2014-10-25","",""
"KFK mini comp","https://events.aidainternational.org/EventDetails-473","Pool Competition","",",","2014-10-22","2014-10-22","",""
"1st Infinity Depth Games 2014","https://events.aidainternational.org/EventDetails-1192","Depth Competition","",",","2014-10-22","2014-10-22","",""
"JAS depth competition in Shishihama","https://events.aidainternational.org/EventDetails-607","Depth Competition","",",","2014-10-19","2014-10-19","",""
"Triple Depth","https://events.aidainternational.org/EventDetails-1039","Mixed Competition","",",","2014-10-14","2014-10-14","",""
"Apnea Academy asia 2014 depth competition in Tago","https://events.aidainternational.org/EventDetails-606","Depth Competition","",",","2014-10-11","2014-10-11","",""
"Curtis Coast Freedive Challenge","https://events.aidainternational.org/EventDetails-1304","Pool Competition","",",","2014-10-11","2014-10-11","",""
"Höstapneiaden","https://events.aidainternational.org/EventDetails-367","Pool Competition","",",","2014-10-10","2014-10-10","",""
"DEPTH GAMES 2014","https://events.aidainternational.org/EventDetails-1193","Depth Competition","",",","2014-10-05","2014-10-05","",""
"Rhein Main Cup 2014","https://events.aidainternational.org/EventDetails-842","Pool Competition","",",","2014-10-04","2014-10-04","",""
"Dive Wellington Beuchat New Zealand Pool Freediving Championships","https://events.aidainternational.org/EventDetails-723","Pool Competition","",",","2014-10-04","2014-10-04","",""
"We Freedive Suunto Series - September DNF","https://events.aidainternational.org/EventDetails-1361","Pool Competition","",",","2014-09-28","2014-09-28","",""
"little blue hole competition","https://events.aidainternational.org/EventDetails-1043","Depth Competition","",",","2014-09-28","2014-09-28","",""
"Summer Apnea Games 2014","https://events.aidainternational.org/EventDetails-935","Depth Competition","",",","2014-09-27","2014-09-27","",""
"AIDA Team World Championships 2014","https://events.aidainternational.org/EventDetails-639","World Championship","",",","2014-09-19","2014-09-19","",""
"Continuing Education Course TWC 2014 in Cagliari","https://events.aidainternational.org/EventDetails-640","Continuous Education Course","Event Committee Room","Cagliari, Italy","2014-09-16","2014-09-17","",""
"Minicomp Apnea4all","https://events.aidainternational.org/EventDetails-1191","Depth Competition","",",","2014-09-13","2014-09-13","",""
"Freedive Panglao Depth Challenge","https://events.aidainternational.org/EventDetails-1542","Depth Competition","",",","2014-09-11","2014-09-11","",""
"Freedive Panglao Staff Comp","https://events.aidainternational.org/EventDetails-1541","Depth Competition","",",","2014-09-05","2014-09-05","",""
"We Freedive Suunto Series - August STA","https://events.aidainternational.org/EventDetails-1360","Pool Competition","",",","2014-08-31","2014-08-31","",""
"Moscow Summer Apnea Evening","https://events.aidainternational.org/EventDetails-757","Pool Competition","",",","2014-08-30","2014-08-30","",""
"2014 Danish hampionships","https://events.aidainternational.org/EventDetails-937","Depth Competition","",",","2014-08-27","2014-08-27","",""
"2014 AIDA EuroCup","https://events.aidainternational.org/EventDetails-938","Mixed Competition","",",","2014-08-25","2014-08-25","",""
"Oceanhunter Freediving Championship 2014","https://events.aidainternational.org/EventDetails-724","Pool Competition","",",","2014-08-23","2014-08-23","",""
"Swiss Championship Lake","https://events.aidainternational.org/EventDetails-650","Depth Competition","",",","2014-08-23","2014-08-23","",""
"Cavo Maris 2014","https://events.aidainternational.org/EventDetails-1190","Mixed Competition","",",","2014-08-21","2014-08-21","",""
"Arab League Championship","https://events.aidainternational.org/EventDetails-1038","Depth Competition","",",","2014-08-13","2014-08-13","",""
"II Open de Apnea EL Estrecho","https://events.aidainternational.org/EventDetails-1261","Pool Competition","",",","2014-08-09","2014-08-09","",""
"Swedish championship in depth","https://events.aidainternational.org/EventDetails-366","Depth Competition","",",","2014-08-08","2014-08-08","",""
"IX Indywidualne Mistrzostwa Polski","https://events.aidainternational.org/EventDetails-1250","Depth Competition","",",","2014-08-02","2014-08-02","",""
"Little Blue Hole Competition","https://events.aidainternational.org/EventDetails-1037","Mixed Competition","",",","2014-08-01","2014-08-01","",""
"depth mini comps","https://events.aidainternational.org/EventDetails-1036","Mixed Competition","",",","2014-07-29","2014-07-29","",""
"Asikkala Depth Challenge 2014","https://events.aidainternational.org/EventDetails-521","Depth Competition","",",","2014-07-27","2014-07-27","",""
"Freedive Panglao July Minicompetition","https://events.aidainternational.org/EventDetails-1540","Depth Competition","",",","2014-07-26","2014-07-26","",""
"July Eilat MiniMax","https://events.aidainternational.org/EventDetails-1207","Depth Competition","",",","2014-07-21","2014-07-21","",""
"Freedive Panglao staff comp","https://events.aidainternational.org/EventDetails-1539","Depth Competition","",",","2014-07-20","2014-07-20","",""
"1st Rookie Individual Depth Challenge","https://events.aidainternational.org/EventDetails-933","Depth Competition","",",","2014-07-13","2014-07-13","",""
"Pool mini comps","https://events.aidainternational.org/EventDetails-756","Pool Competition","",",","2014-07-12","2014-07-12","",""
"NAUTICA Cool Down 2014","https://events.aidainternational.org/EventDetails-1292","Depth Competition","",",","2014-07-05","2014-07-05","",""
"Apnoe Happening DYN/DNF Lake Mini-Competition","https://events.aidainternational.org/EventDetails-841","Pool Competition","",",","2014-06-29","2014-06-29","",""
"CYPRUS SUMMER GAMES 2014","https://events.aidainternational.org/EventDetails-1189","Depth Competition","",",","2014-06-29","2014-06-29","",""
"We Freedive Suunto Series - June DNF","https://events.aidainternational.org/EventDetails-1359","Pool Competition","",",","2014-06-28","2014-06-28","",""
"Apnoe Happening Tieftauchwettkampf","https://events.aidainternational.org/EventDetails-840","Depth Competition","",",","2014-06-28","2014-06-28","",""
"Just One Breath","https://events.aidainternational.org/EventDetails-1842","Depth Competition","",",","2014-06-22","2014-06-22","",""
"2 open freediving de Mouscron","https://events.aidainternational.org/EventDetails-1154","Pool Competition","",",","2014-06-22","2014-06-22","",""
"Little Blue Hole Competition","https://events.aidainternational.org/EventDetails-1034","Mixed Competition","",",","2014-06-21","2014-06-21","",""
"7th Mediterranean Cup Static and CWT Challenge","https://events.aidainternational.org/EventDetails-936","Mixed Competition","",",","2014-06-18","2014-06-18","",""
"7th AIDA Mediterranean World Cup","https://events.aidainternational.org/EventDetails-934","World Championship","",",","2014-06-15","2014-06-15","",""
"Mini comp Pool","https://events.aidainternational.org/EventDetails-471","Pool Competition","",",","2014-06-14","2014-06-14","",""
"Australian National Pool Championships 2014","https://events.aidainternational.org/EventDetails-1303","Pool Competition","",",","2014-06-13","2014-06-13","",""
"Cebu Happy Days Competition","https://events.aidainternational.org/EventDetails-1538","Mixed Competition","",",","2014-06-12","2014-06-12","",""
"Copenhagen Lake Competition","https://events.aidainternational.org/EventDetails-472","Depth Competition","",",","2014-06-12","2014-06-12","",""
"Nice Abyss Contest 2014","https://events.aidainternational.org/EventDetails-904","Depth Competition","",",","2014-06-12","2014-06-12","",""
"Swedisch Qual Comp","https://events.aidainternational.org/EventDetails-340","Pool Competition","",",","2014-06-11","2014-06-11","",""
"Wellington Winter Champs 2014","https://events.aidainternational.org/EventDetails-721","Pool Competition","",",","2014-06-08","2014-06-08","",""
"Czech National Championship 2014","https://events.aidainternational.org/EventDetails-788","Pool Competition","",",","2014-06-07","2014-06-07","",""
"Open Croatian Championship","https://events.aidainternational.org/EventDetails-1168","Pool Competition","",",","2014-06-07","2014-06-07","",""
"Freedive Paradise 2014","https://events.aidainternational.org/EventDetails-455","Mixed Competition","",",","2014-06-07","2014-06-07","",""
"2do Olmeca Apnea Veracruz 2014","https://events.aidainternational.org/EventDetails-1223","Pool Competition","",",","2014-06-07","2014-06-07","",""
"FD Camp Competition","https://events.aidainternational.org/EventDetails-1033","Depth Competition","",",","2014-06-03","2014-06-03","",""
"Manchester Classic","https://events.aidainternational.org/EventDetails-685","Pool Competition","",",","2014-05-31","2014-05-31","",""
"Ukrainian freediving pool championship Odessa 2014","https://events.aidainternational.org/EventDetails-1338","Pool Competition","",",","2014-05-31","2014-05-31","",""
"10 iÃ¨me Coupe d Apnée de Montréal","https://events.aidainternational.org/EventDetails-1119","Pool Competition","",",","2014-05-31","2014-05-31","",""
"Freediving Indoor Cup 2014 in Tateyama","https://events.aidainternational.org/EventDetails-605","Pool Competition","",",","2014-05-31","2014-05-31","",""
"Caribbean Cup 2014","https://events.aidainternational.org/EventDetails-1581","Depth Competition","",",","2014-05-25","2014-05-25","",""
"We Freedive Suunto Series - May STA","https://events.aidainternational.org/EventDetails-1358","Pool Competition","",",","2014-05-25","2014-05-25","",""
"Finnish Freediving Nationals in Pool Disciplines 2014","https://events.aidainternational.org/EventDetails-520","Pool Competition","",",","2014-05-24","2014-05-24","",""
"Odense AquaClub Static Event","https://events.aidainternational.org/EventDetails-470","Pool Competition","",",","2014-05-23","2014-05-23","",""
"Russian National","https://events.aidainternational.org/EventDetails-1032","Depth Competition","",",","2014-05-15","2014-05-15","",""
"Deja Blue V","https://events.aidainternational.org/EventDetails-1516","Mixed Competition","",",","2014-05-11","2014-05-11","",""
"AIDA Hellas Pool Championship 2014","https://events.aidainternational.org/EventDetails-932","Pool Competition","",",","2014-05-11","2014-05-11","",""
"Open Apnea Barcelona","https://events.aidainternational.org/EventDetails-1260","Pool Competition","",",","2014-05-10","2014-05-10","",""
"Copenhagen minicomp","https://events.aidainternational.org/EventDetails-469","Pool Competition","",",","2014-05-09","2014-05-09","",""
"Pool Swiss Championship  2014","https://events.aidainternational.org/EventDetails-649","Pool Competition","",",","2014-05-04","2014-05-04","",""
"6th PanCretan Competition in Static & Dynamic Apnea,","https://events.aidainternational.org/EventDetails-931","Pool Competition","",",","2014-04-27","2014-04-27","",""
"Freediving Indoor Cup 2014 in Shimoda","https://events.aidainternational.org/EventDetails-604","Pool Competition","",",","2014-04-27","2014-04-27","",""
"Sofia Freediving Cup 2014","https://events.aidainternational.org/EventDetails-1534","Pool Competition","",",","2014-04-26","2014-04-26","",""
"Cetus freediving championships 2014","https://events.aidainternational.org/EventDetails-519","Pool Competition","",",","2014-04-26","2014-04-26","",""
"Coupe des Plongeurs Libres","https://events.aidainternational.org/EventDetails-1505","Pool Competition","",",","2014-04-20","2014-04-20","",""
"AIDA NATIONAL COMP 2014","https://events.aidainternational.org/EventDetails-1259","Pool Competition","",",","2014-04-20","2014-04-20","",""
"We Freedive Suunto Series - April DYN","https://events.aidainternational.org/EventDetails-1357","Pool Competition","",",","2014-04-20","2014-04-20","",""
"Danish Qualification Comp","https://events.aidainternational.org/EventDetails-1030","Mixed Competition","",",","2014-04-18","2014-04-18","",""
"AFIA 4th Freediving Competition (KOREA)","https://events.aidainternational.org/EventDetails-1841","Pool Competition","",",","2014-04-13","2014-04-13","",""
"AIDA CYRPUS POOL GAMES 2014","https://events.aidainternational.org/EventDetails-1188","Pool Competition","",",","2014-04-13","2014-04-13","",""
"Gili Pool Comp","https://events.aidainternational.org/EventDetails-1549","Pool Competition","",",","2014-04-12","2014-04-12","",""
"Russian championship","https://events.aidainternational.org/EventDetails-760","Pool Competition","",",","2014-04-12","2014-04-12","",""
"2e Ã‰preuve ApneaCity","https://events.aidainternational.org/EventDetails-1118","Pool Competition","",",","2014-04-07","2014-04-07","",""
"AIDA Romania Pool Open","https://events.aidainternational.org/EventDetails-1580","Pool Competition","",",","2014-04-05","2014-04-05","",""
"XI Basenowe Mistrzostwa Polski we Freedivingu","https://events.aidainternational.org/EventDetails-1249","Pool Competition","",",","2014-04-04","2014-04-04","",""
"Dutch Mens MiniComp 2014","https://events.aidainternational.org/EventDetails-1055","Pool Competition","",",","2014-04-02","2014-04-02","",""
"We Freedive Suunto Series - March","https://events.aidainternational.org/EventDetails-1356","Pool Competition","",",","2014-03-30","2014-03-30","",""
"Burgebracher Kelch","https://events.aidainternational.org/EventDetails-839","Pool Competition","",",","2014-03-29","2014-03-29","",""
"Danish National Pool Championship","https://events.aidainternational.org/EventDetails-468","Pool Competition","",",","2014-03-28","2014-03-28","",""
"FREESTYLE 2014","https://events.aidainternational.org/EventDetails-1117","Pool Competition","",",","2014-03-24","2014-03-24","",""
"Bataysk DYN/DNF 2014","https://events.aidainternational.org/EventDetails-754","Pool Competition","",",","2014-03-23","2014-03-23","",""
"Great Northern 2014. International.","https://events.aidainternational.org/EventDetails-684","Pool Competition","",",","2014-03-22","2014-03-22","",""
"ÐžÑ‚ÐºÑ€Ñ‹Ñ‚Ñ‹Ð¹ Ð§ÐµÐ¼Ð¿Ð¸Ð¾Ð½Ð°Ñ‚ Ð‘Ñ€ÑÐ½ÑÐºÐ¾Ð¹ Ð¾Ð±Ð»Ð°ÑÑ‚Ð¸","https://events.aidainternational.org/EventDetails-755","Pool Competition","",",","2014-03-21","2014-03-21","",""
"Swedish national pool Championship","https://events.aidainternational.org/EventDetails-320","Pool Competition","",",","2014-03-21","2014-03-21","",""
"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","https://events.aidainternational.org/EventDetails-720","Depth Competition","",",","2014-03-21","2014-03-21","",""
"Open FreedivN Zottegem","https://events.aidainternational.org/EventDetails-1153","Pool Competition","",",","2014-03-16","2014-03-16","",""
