"AIDA 2020 APN 2nd INDOOR COMPETITION","https://events.aidainternational.org/EventDetails-2678","Pool Competition","기쁜우리체육관","Seoul(서울시), Republic of Korea","2020-01-18","2020-01-18","Registration Closed","EventRegistration-326"
"AIDA No Bubbles 2020","https://events.aidainternational.org/EventDetails-2680","Pool Competition","Solrød Svømmehal","Solrød, Denmark","2020-01-18","2020-01-18","Registration Closed","EventRegistration-334"
"AIDA TrueNorth FreeDiving Pool official Recording","https://events.aidainternational.org/EventDetails-2639","Pool Competition","辰巳国際水泳場","Tokyo, Japan","2020-01-13","2020-01-13","Registration Closed","EventRegistration-295"
"AIDA New Year Cup 2020","https://events.aidainternational.org/EventDetails-2665","Pool Competition","Angereds Arena","Göteborg, Sweden","2020-01-12","2020-01-12","Registration Closed","EventRegistration-314"
"AIDA Lithuania freediving mini comp","https://events.aidainternational.org/EventDetails-2672","Pool Competition","``Sveikatos Oaze``","Anykščai, Lithuania","2020-01-12","2020-01-12","Registration Closed","EventRegistration-319"
"AIDA Manila Pool Open 2020","https://events.aidainternational.org/EventDetails-2664","Pool Competition","Masa (Makati Aquatic Sports Arena)","Manila, Philippines","2020-01-10","2020-01-12","Registration Closed","EventRegistration-317"
"AIDA 1st Kimmo Cup Freediving Indoor competition","https://events.aidainternational.org/EventDetails-2646","Pool Competition","Gibbunsports","Seoul, Republic of Korea","2020-01-04","2020-01-04","Registration Closed","EventRegistration-300"
"AIDA Surface Cup Indoor Freediving Festival","https://events.aidainternational.org/EventDetails-2663","Pool Competition","Jeonju Wansan Pool","Jeonju-Si, Republic of Korea","2020-01-04","2020-01-04","Registration Closed","EventRegistration-310"
"Sharm Judge course","https://events.aidainternational.org/EventDetails-2654","Judge Course","Freediving World","Sharm El Sheijk, Egypt","2019-12-26","2019-12-29","",""
"AIDA Freediving.spb pool contest 2019","https://events.aidainternational.org/EventDetails-2642","Pool Competition","Msg Pool","Saint Petersburg, Russian Federation","2019-12-22","2019-12-22","Registration Closed","EventRegistration-296"
"AIDA SFA x FDXQ minicomp X’mas Edition","https://events.aidainternational.org/EventDetails-2630","Pool Competition","Bukit Merah Swimming Complex","Singapore, Singapore","2019-12-21","2019-12-21","Registration Closed","EventRegistration-284"
"AIDA One Freedive Club City League, Shanghai Dec 2019","https://events.aidainternational.org/EventDetails-2622","Pool Competition","易竞健身会所","Shanghai, China","2019-12-18","2019-12-18","Registration Closed","EventRegistration-282"
"AIDA ONE BREATH CUP mini comp","https://events.aidainternational.org/EventDetails-2613","Depth Competition","Freedive Hq","Lapu-Lapu, Philippines","2019-12-15","2019-12-15","Registration Closed","EventRegistration-277"
"AIDA VIII World Class Open 2019","https://events.aidainternational.org/EventDetails-2616","Pool Competition","World Class Tverskaya","Moscow, Russian Federation","2019-12-13","2019-12-14","Registration Closed","EventRegistration-280"
"AIDA OneFreedive Club City League, Beijing Dec 2019","https://events.aidainternational.org/EventDetails-2628","Pool Competition","特佳游泳馆","Beijing, China","2019-12-12","2019-12-12","Registration Closed","EventRegistration-285"
"AIDA BlueCup minicomp STA Dec","https://events.aidainternational.org/EventDetails-2645","Pool Competition","Jeil-Ro","Seongnam-Si, Republic of Korea","2019-12-11","2019-12-11","Registration Closed","EventRegistration-298"
"AIDA Athens Apnea 9","https://events.aidainternational.org/EventDetails-2641","Pool Competition","Alimos Pool","Athens, Greece","2019-12-08","2019-12-08","Registration Closed","EventRegistration-299"
"AIDA One Freedive Club City League, Dalian Dec 2019","https://events.aidainternational.org/EventDetails-2623","Pool Competition","益康游泳健身俱乐部","Dalian, China","2019-12-07","2019-12-08","Registration Closed","EventRegistration-287"
"AIDA KOREA FREEDIVE CHALLENGE, Dec 2019","https://events.aidainternational.org/EventDetails-2640","Pool Competition","Wansan Swimming Pool","Jeonju, Republic of Korea","2019-12-07","2019-12-07","Registration Closed","EventRegistration-297"
"AIDA Circuit des 4 Epreuves ApneaCity 2019-20: 1e Epreuve Apnee Statique","https://events.aidainternational.org/EventDetails-2633","Pool Competition","Cegep Du Vieux Montreal","Montreal, Canada","2019-12-07","2019-12-07","Registration Closed","EventRegistration-303"
"AIDA Second Irkutsk regional freediving tournament Baikal Free","https://events.aidainternational.org/EventDetails-2636","Pool Competition","Solnechniy Pool","Irkutsk, Russian Federation","2019-12-06","2019-12-08","Registration Closed","EventRegistration-291"
"Moscow Judge Course","https://events.aidainternational.org/EventDetails-2602","Judge Course","Rff Office","Moscow, Russian Federation","2019-12-06","2019-12-08","",""
"AIDA ZANKA OPEN 2019","https://events.aidainternational.org/EventDetails-2596","Pool Competition","Alberca Olimpica De Ixtapa Zihuatanejo","Zihuatanejo, Mexico","2019-12-06","2019-12-08","Registration Closed","EventRegistration-262"
"AIDA DahabApnea   December Mini comp","https://events.aidainternational.org/EventDetails-2634","Depth Competition","Blue Hole","Dahab, Egypt","2019-12-03","2019-12-05","Registration Closed","EventRegistration-292"
"AIDA Go100 Freediving Competition 2019-5","https://events.aidainternational.org/EventDetails-2635","Pool Competition","Jeonju Wansan Pool","Jeonju-Si, Jeollabuk-Do, Republic of Korea","2019-12-01","2019-12-01","Registration Closed","EventRegistration-293"
"AIDA Blue Immersion Koh Tao Mini Stat Competition","https://events.aidainternational.org/EventDetails-2598","Pool Competition","Koh Tao Blue Immersion","Koh Tao, Thailand","2019-12-01","2019-12-01","Registration Closed","EventRegistration-274"
"AIDA Kyiv Freediving Cup 2019","https://events.aidainternational.org/EventDetails-2637","Pool Competition","Pool \``Planeta Sport\``","Kyiv, Ukraine","2019-11-30","2019-12-01","Registration Closed","EventRegistration-289"
"AIDA One Freedive Club City League, Tianjin Nov. 2019","https://events.aidainternational.org/EventDetails-2632","Pool Competition","泰丰27度游泳俱乐部","Tianjin, China","2019-11-30","2019-11-30","Registration Closed","EventRegistration-286"
"AIDA Freediving Indoor Cup in Suzuka 2019","https://events.aidainternational.org/EventDetails-2594","Pool Competition","三重交通グループ スポーツの杜 鈴鹿 (鈴鹿スポーツガーデン)  水泳場","三重県鈴鹿市, Japan","2019-11-30","2019-11-30","Registration Closed","EventRegistration-266"
"Höstapneaden 2019 Judge CE Course","https://events.aidainternational.org/EventDetails-2631","Continuous Education Course","Valhalla Badet","Gothenburg, Sweden","2019-11-30","2019-11-30","",""
"Dahab judge course 29 Nov  Dec 1","https://events.aidainternational.org/EventDetails-2626","Judge Course","Dahab","Dahab, Egypt","2019-11-29","2019-12-01","",""
"AIDA OCEANOID  STATIC FREEDIVING COMPETITION - 2019","https://events.aidainternational.org/EventDetails-2511","Pool Competition","Ubc Aquatic Centre","Vancouver, Canada","2019-11-29","2019-11-29","Registration Closed","EventRegistration-189"
"Thailand Judge Course","https://events.aidainternational.org/EventDetails-2563","Judge Course","Koh Tao","Koh Tao, Thailand","2019-11-27","2019-11-30","",""
"AIDA 1st Macau Freediving Static Mini Competition 2019","https://events.aidainternational.org/EventDetails-2629","Pool Competition","Pool Of Escola Luso-Chinesa Tecnico-Professional, Macau, China","Macau, China","2019-11-24","2019-11-24","Registration Closed","EventRegistration-288"
"2019 Only Depth Challenge","https://events.aidainternational.org/EventDetails-2435","Mixed Competition","Onlydive Center","Lapu-Lapu City In Cebu, Republic of Korea","2019-11-23","2019-11-24","Registration Closed","EventRegistration-110"
"Macau Aida Judge Course 2019","https://events.aidainternational.org/EventDetails-2597","Judge Course","Pool Of Escola Luso-Chinesa Tecnico-Professional","Macau, China","2019-11-22","2019-11-24","",""
"AIDA 3rd Walrus & Only Dive STA mini comp","https://events.aidainternational.org/EventDetails-2624","Pool Competition","Only Dive","Lapu-Lapu, Philipine, Republic of Korea","2019-11-16","2019-11-17","Registration Closed","EventRegistration-281"
"AIDA Bristol Blue Team Comp 2019","https://events.aidainternational.org/EventDetails-2580","Pool Competition","Henbury Leisure Centre","Bristol, United Kingdom","2019-11-16","2019-11-16","Registration Closed","EventRegistration-253"
"AIDA International Judge Course in Korea","https://events.aidainternational.org/EventDetails-2603","Judge Course","Seoul","Seoul, Republic of Korea","2019-11-15","2019-11-17","",""
"AIDA DFA Mini-Comp","https://events.aidainternational.org/EventDetails-2620","Pool Competition","Sportplaza De Sporthoeve","Badhoevedorp, Netherlands","2019-11-13","2019-11-13","Registration Closed","EventRegistration-275"
"Dahab November Judge course","https://events.aidainternational.org/EventDetails-2612","Judge Course","Dahab","Dahab, Egypt","2019-11-11","2019-11-13","",""
"AIDA OK Challenge Pool Freediving Championship 2019","https://events.aidainternational.org/EventDetails-2560","Pool Competition","National Taiwan University Of Science And Technology Swimming Pool","Taipei, Taiwan","2019-11-09","2019-11-10","Registration Closed","EventRegistration-231"
"AIDA BLUE TILES (Aida Slovenia Open)","https://events.aidainternational.org/EventDetails-2610","Pool Competition","Cdp Mijaks Murgle","Ljubljana, Slovenia","2019-11-09","2019-11-09","Registration Closed","EventRegistration-271"
"Moalboal","https://events.aidainternational.org/EventDetails-2599","Judge Course","Freediving Planet Moalboal","Moalboal - Cebu Island, Philippines","2019-11-07","2019-11-09","",""
"CEC for Belgian judges (incl rules 2019 updates and doping process)","https://events.aidainternational.org/EventDetails-2604","Continuous Education Course","Liege","Liege, Belgium","2019-11-03","2019-11-04","",""
"AIDA Egyptian National Championships","https://events.aidainternational.org/EventDetails-2457","Depth Competition","Blue Hole","Dahab, Egypt","2019-11-03","2019-11-09","Registration Closed","EventRegistration-246"
"AIDA SABANG INTERNATIONAL FREEDIVING COMPETITION 2019","https://events.aidainternational.org/EventDetails-2595","Depth Competition","Mata Ie Resort","Sabang - Aceh, Indonesia","2019-11-02","2019-11-07","Registration Closed","EventRegistration-261"
"AIDA German Championship","https://events.aidainternational.org/EventDetails-2568","Pool Competition","Universitätsschwimmhalle Leipzig","04109 Leipzig, Germany","2019-11-02","2019-11-03","Registration Closed","EventRegistration-235"
"AIDA Goldy Freedivng Club Team Competition","https://events.aidainternational.org/EventDetails-2587","Team Competition","Gold Cost Aquatic Centre","Southport, Australia","2019-11-02","2019-11-03","Registration Closed","EventRegistration-259"
"AIDA UAE Freediving Pool Competition 2019","https://events.aidainternational.org/EventDetails-2611","Pool Competition","Hamdan Sports Complex","Dubai, United Arab Emirates","2019-11-02","2019-11-02","Registration Closed","EventRegistration-272"
"Judge course","https://events.aidainternational.org/EventDetails-2609","Judge Course","Judge Course - Zagreb","Zagreb, Croatia","2019-11-01","2019-11-04","",""
"AIDA Smile & Nature Freediving Indoor Challenge","https://events.aidainternational.org/EventDetails-2579","Pool Competition","Soeui Sporex","Seoul, Republic of Korea","2019-10-27","2019-10-27","Registration Closed","EventRegistration-250"
"AIDA Together Freediving Mini Competition","https://events.aidainternational.org/EventDetails-2584","Pool Competition","Seoul Sport Swimming Pool","Seoul, Republic of Korea","2019-10-27","2019-10-27","Registration Closed","EventRegistration-254"
"AIDA South Florida Apnea Challenge 2019","https://events.aidainternational.org/EventDetails-2530","Pool Competition","Fiu Aquatic Center","Miami, United States","2019-10-26","2019-10-27","Registration Closed","EventRegistration-200"
"Judge course Slovenia - October 2019.","https://events.aidainternational.org/EventDetails-2600","Judge Course","Ljubljana","Ljubljana, Slovenia","2019-10-25","2019-10-27","",""
"AIDA Freediving Indoor Cup in Suzuka 2019 Staff comp","https://events.aidainternational.org/EventDetails-2591","Pool Competition","三重交通グループ スポーツの杜 鈴鹿 (鈴鹿スポーツガーデン)  水泳場","三重県鈴鹿市, Japan","2019-10-20","2019-10-20","Registration Closed","EventRegistration-267"
"AIDA 2019 Victorian Team Challenge","https://events.aidainternational.org/EventDetails-2589","Pool Competition","Wesley College, Prahran","Melbourne, Australia","2019-10-20","2019-10-20","Registration Closed","EventRegistration-260"
"CEC Curacao","https://events.aidainternational.org/EventDetails-2614","Continuous Education Course","Curacao","Curacao, Netherlands","2019-10-19","2019-10-19","",""
"AIDA OneFreedive City League, Shanghai Oct 2019","https://events.aidainternational.org/EventDetails-2581","Pool Competition","易竞健身会所","Shanghai, China","2019-10-19","2019-10-19","Registration Closed","EventRegistration-251"
"AIDA Freediving Gold Coast Club Dynamic Mini Competition","https://events.aidainternational.org/EventDetails-2565","Pool Competition","The Gold Coast Aquatic Centre","Gold Coast, Australia","2019-10-13","2019-10-13","Registration Closed","EventRegistration-238"
"AIDA Indonesia Apnea Competition 2019 (IDAC 2019)","https://events.aidainternational.org/EventDetails-2567","Pool Competition","Gelora Bung Karno (Gbk) Aquatic Stadium","Jakarta, Indonesia","2019-10-11","2019-10-13","Registration Closed","EventRegistration-241"
"AIDA Calm Zone Oktoberfest!","https://events.aidainternational.org/EventDetails-2590","Depth Competition","Calm Zone","Klx, Greece","2019-10-06","2019-10-13","Registration Closed","EventRegistration-268"
"AIDA Hong Kong Freediving Competition 2019","https://events.aidainternational.org/EventDetails-2518","Pool Competition","King George V School Outdoor Swimming Pool","Hong Kong, Hong Kong","2019-10-06","2019-10-06","Registration Closed","EventRegistration-180"
"AIDA Korea Cup Depth Competition 2019","https://events.aidainternational.org/EventDetails-2521","Depth Competition","Dper Freedive","Seogwipo, Republic of Korea","2019-10-05","2019-10-06","Registration Closed","EventRegistration-185"
"AIDA Top secret E.T. project","https://events.aidainternational.org/EventDetails-2588","Pool Competition","Espoonlahden Uimahalli","Espoo, Finland","2019-10-04","2019-10-04","Registration Closed","EventRegistration-258"
"AIDA 1st Smile freediving safety freediver training","https://events.aidainternational.org/EventDetails-2586","Pool Competition","Soeui Sporex","Seoul, Republic of Korea","2019-10-03","2019-10-03","Registration Closed","EventRegistration-257"
"BIG BLUE judge course 2019.","https://events.aidainternational.org/EventDetails-2582","Judge Course","Loza, Hora, Amorgos","Hora, Amorgos, Greece","2019-09-28","2019-09-30","",""
"AIDA SFA x XQ Minicomp","https://events.aidainternational.org/EventDetails-2561","Pool Competition","Bukit Merah Swimming Complex","Singapore, Singapore","2019-09-28","2019-09-28","Registration Closed","EventRegistration-252"
"AIDA MINSK FREEDIVING WEEKEND (STA)","https://events.aidainternational.org/EventDetails-2544","Pool Competition","\\``The House Of Rowing\\`` Pool","Minsk, Belarus","2019-09-28","2019-09-28","Registration Closed","EventRegistration-216"
"RMC 2019","https://events.aidainternational.org/EventDetails-2409","Pool Competition","Hallenbad Kleinfeldchen","Wiesbaden, Germany","2019-09-28","2019-09-28","",""
"AIDA Azul freediving challenge","https://events.aidainternational.org/EventDetails-2553","Depth Competition","Azul Freediving Challenge","Bacalar, Mexico","2019-09-27","2019-09-29","Registration Closed","EventRegistration-222"
